ENTRY,NAME,FORMULA
C08410,Glucoerysolin,C12H23NO11S3
C08411,Glucoiberin,C11H21NO10S3
C08412,Glucoiberverin,C11H21NO9S3
C08413,Glucolepidiin,C9H17NO9S2
C08414,Glucolimnanthin,C15H21NO10S2
C08415,Gluconapin,C11H19NO9S2
C08416,Gluconapoleiferin,C12H21NO10S2
C08417,Gluconasturtiin,C15H21NO9S2
C08418,Glucoputranjivin,C10H19NO9S2
C08419,Glucoraphanin,C12H23NO10S3
C08420,Glucoraphenin,C12H21NO10S3
C08422,4-Hydroxyglucobrassicin,C16H20N2O10S2
C08423,4-Methoxyglucobrassicin,C17H22N2O10S2
C08424,Neoglucobrassicin,C17H22N2O10S2
C08425,Progoitrin,C11H19NO10S2
C08426,Sinalbin,C14H19NO10S2
C08427,Sinigrin,C10H17NO9S2
C08428,(N-Sulfoindol-3-yl)methylglucosinolate,C16H20N2O12S3
C08429,Clitidine 5'-phosphate,C11H15N2O9P
C08430,Convicine,C10H15N3O8
C08431,Cordycepin,C10H13N5O3
C08432,Isoguanosine,C10H13N5O5
C08433,Amataine,C43H48N4O6
C08434,6-Methylaminopurine,C6H7N5
C08435,Triacanthine,C10H13N5
C08437,Vicine,C10H16N4O7
C08438,alpha-Amanitin,C39H54N10O14S
C08439,Phalloidin,C35H48N8O11S
C08440,Phaseolotoxin,C15H34N9O8PS
C08441,Tentoxin,C22H30N4O4
C08442,Ustiloxin,C28H43N5O12S
C08443,Victorin C,C31H45Cl3N6O13
C08445,Dehydrofalcarinone,C17H20O
C08446,(E)-Dehydromatricaria ester,C11H8O2
C08447,Dehydrosafynol,C13H10O2
C08448,Eutypine,C12H10O2
C08449,Falcarindiol,C17H24O2
C08450,Falcarinol,C17H24O
C08451,Falcarinone,C17H22O
C08452,Ichthyotherol,C14H14O2
C08453,Lachnophyllum ester,C11H12O2
C08454,"(E,E,E)-N-(2-Methylpropyl)hexadeca-2,6,8-trien-10-ynamide",C20H31NO
C08455,Mycosinol,C13H10O3
C08456,Phenylheptatriyne,C13H8
C08457,"1-Phenyl-5-heptene-1,3-diyne",C13H10
C08458,Safynol,C13H12O2
C08459,Stearolic acid,C18H32O2
C08460,alpha-Terthienyl,C12H8S3
C08461,Thiarubrine A,C13H8S2
C08462,Thiarubrine B,C13H8S2
C08463,Triacetylene,C6H2
C08464,"1-Tridecene-3,5,7,9,11-pentayne",C13H6
C08465,Wyerone,C15H14O4
C08466,Wyerone acid,C14H12O4
C08467,Asimicin,C37H66O7
C08468,Acremoauxin A,C16H21NO6
C08469,Aristolochic acid,C17H11NO7
C08470,Bullatacinone,C37H66O7
C08471,Chalcogran,C9H16O2
C08472,Avenanthramide A,C16H13NO5
C08473,Cibarian,C12H18N2O12
C08474,Coronarian,C12H18N2O12
C08475,Cucumopine,C11H13N3O6
C08476,Chelidonic acid,C7H4O6
C08477,Dianthalexin,C14H9NO3
C08478,Dianthramine,C14H11NO6
C08480,6-Hydroxykynurenic acid,C10H7NO4
C08481,Indican,C14H17NO6
C08482,Cucurbic acid,C12H20O3
C08483,14-Dihydroxycornestin,C16H20O6
C08484,Epoxymurin-A,C35H62O3
C08485,2-(4-Methoxyphenethyl)chromone,C18H16O3
C08486,"Ethyl (E,Z)-decadienoate",C12H20O2
C08487,Ethyl tiglate,C7H12O2
C08488,Giganin,C35H64O6
C08489,"(Z)-3,5-Hexadienyl butyrate",C10H16O2
C08490,Jasmone,C11H16O
C08491,(-)-Jasmonic acid,C12H18O3
C08492,3-Hexenol,C6H12O
C08493,Indole-3-carboxaldehyde,C9H7NO
C08494,Isotan B,C14H15NO7
C08495,Karakin,C15H21N3O15
C08496,Lycomarasmine B,C9H15N3O7
C08497,(E)-2-Hexenal,C6H10O
C08498,Lilac aldehyde,C10H16O2
C08499,"Nona-2,6-dienal",C9H14O
C08501,gamma-Nonalactone,C9H16O2
C08502,Parasorbic acid,C6H8O2
C08503,Pinolidoxin,C18H26O6
C08504,Macrozamin,C13H24N2O11
C08505,Purpureacin-1,C37H66O8
C08506,Methoxybrassinin,C12H14N2OS2
C08507,Miserotoxin,C9H17NO8
C08509,Putaminoxin,C12H20O3
C08510,Ruscopine,C16H26N4O2
C08511,Tenuazonic acid,C10H15NO3
C08512,Ranunculin,C11H16O8
C08513,Acetylcaranine,C18H19NO4
C08514,3-Acetylnerbowdine,C19H23NO6
C08515,Albomaculine,C19H23NO5
C08516,Amaryllisine,C18H23NO4
C08517,Ambelline,C18H21NO5
C08518,Belladine,C19H25NO3
C08519,Brunsvigine,C16H17NO4
C08520,Candimine,C18H19NO6
C08521,Caranine,C16H17NO3
C08522,Caribine,C19H22N2O3
C08523,Carinatine,C17H21NO4
C08524,Cavinine,C18H21NO6
C08525,Crinamine,C17H19NO4
C08526,Galanthamine,C17H21NO3
C08527,Haemanthamine,C17H19NO4
C08528,Hippeastrine,C17H17NO5
C08529,Kalbreclasine,C20H23NO12
C08530,Lycorenine,C18H23NO4
C08531,Lycoricidine,C14H13NO6
C08532,Lycorine,C16H17NO4
C08533,Narciclasine,C14H13NO7
C08534,Narwedine,C17H19NO3
C08535,Pancratistatin,C14H15NO8
C08536,Pretazettine,C18H21NO5
C08537,Amaranthin,C30H34N2O19
C08538,Betalamic acid,C9H9NO5
C08539,Betanidin,C18H16N2O8
C08540,Betanin,C24H26N2O13
C08541,Bougainvillein-r-I,C30H36N2O18
C08542,Celosianin II,C40H42N2O22
C08543,Dopaxanthin,C18H18N2O8
C08544,Gomphrenin-I,C24H26N2O13
C08545,Squamocin,C37H66O7
C08546,Tiglyl tiglate,C10H16O2
C08547,Gomphrenin-V,C34H34N2O16
C08548,Humilixanthin,C14H18N2O7
C08549,Indicaxanthin,C14H16N2O6
C08550,Iresinin I,C36H42N2O23
C08551,Isobetanin,C24H26N2O13
C08552,Lampranthin II,C34H34N2O16
C08553,PM-Toxin A,C33H60O8
C08554,Miraxanthin-I,C14H18N2O7S
C08555,Miraxanthin-II,C13H14N2O8
C08556,Miraxanthin-III,C17H18N2O5
C08557,Miraxanthin-V,C17H18N2O6
C08558,Tuberonic acid glucoside,C18H28O9
C08559,Musca-aurin-I,C14H13N3O8
C08560,Musca-aurin-II,C18H16N2O10
C08561,Tuliposide A,C11H18O8
C08562,Musca-aurin-VII,C15H16N4O6
C08563,Muscapurpurin,C18H14N2O10
C08564,Portulacaxanthin I,C14H16N2O7
C08565,Portulacaxanthin II,C18H18N2O7
C08566,Portulacaxanthin III,C11H12N2O6
C08567,Prebetanin,C24H26N2O16S
C08568,Vulgaxanthin-I,C14H17N3O7
C08569,Vulgaxanthin-II,C14H16N2O8
C08570,Tuliposide B,C11H18O9
C08571,gamma-Undecalactone,C11H20O2
C08572,Uvaricin,C39H68O7
C08573,Abyssinone VI,C25H28O4
C08574,Apigeninidin,C15H11O4
C08575,Aurantinidin,C15H11O6
C08576,Aureusidin,C15H10O6
C08577,Bracteatin,C15H10O7
C08578,Butein,C15H12O5
C08579,Antheraxanthin,C40H56O3
C08580,Astaxanthin,C40H52O4
C08581,Azafrin,C27H38O4
C08582,Bixin,C25H30O4
C08583,Canthaxanthin,C40H52O2
C08584,Capsanthin,C40H56O3
C08585,Capsorubin,C40H56O4
C08586,delta-Carotene,C40H56
C08587,"beta-Carotene 5,6-epoxide",C40H56O
C08588,Crocetin,C20H24O4
C08589,Crocin,C44H64O24
C08590,Zeinoxanthin,C40H56O
C08591,beta-Cryptoxanthin,C40H56O
C08592,Echinenone,C40H54O
C08593,Eschscholtzxanthin,C40H54O2
C08594,Flavoxanthin,C40H56O3
C08595,Capensinidin,C18H17O7
C08596,Fucoxanthin,C42H58O6
C08597,Helenien,C72H116O4
C08598,Carthamone,C21H20O11
C08599,Lactucaxanthin,C40H56O2
C08600,Silandrin,C25H22O9
C08601,Lutein,C40H56O2
C08602,"Lutein 5,6-epoxide",C40H56O3
C08603,Lycoxanthin,C40H56O
C08604,Cyanidin 3-O-glucoside,C21H21O11
C08605,Citroxanthin,C40H56O
C08606,Neoxanthin,C40H56O4
C08607,Neurosporaxanthin,C35H46O2
C08608,Norbixin,C24H28O4
C08609,Physalien,C72H116O4
C08610,Rhodoxanthin,C40H50O2
C08611,Rubixanthin,C40H56O
C08612,Cyanidin 3-O-(6''-glucosyl-2''-xylosylgalactoside),C32H39O20
C08613,Torulene,C40H54
C08614,Violaxanthin,C40H56O4
C08615,alpha-Amyrin,C30H50O
C08616,beta-Amyrin,C30H50O
C08617,Asiatic acid,C30H48O5
C08618,Betulin,C30H50O2
C08619,Betulinic acid,C30H48O3
C08620,Cyanidin 3-O-rutinoside,C27H31O15
C08621,Dammarenediol-I,C30H52O2
C08622,Dipterocarpol,C30H50O2
C08623,alpha-Elemolic acid,C30H48O3
C08624,Euphol,C30H50O
C08625,Fernene,C30H50
C08626,Friedelin,C30H50O
C08627,Hopane-29-acetate,C32H54O2
C08628,Lupeol,C30H50O
C08629,"Cyanidin 3,5,3'-tri-O-glucoside",C33H41O21
C08630,Lupeol acetate,C32H52O2
C08631,Messagenin,C29H48O3
C08632,Papyriferic acid,C35H56O8
C08633,Pristimerin,C30H40O4
C08634,Sapelin A,C30H50O4
C08635,Taccalonolide A,C36H46O14
C08636,Taraxasterol,C30H50O
C08637,Taraxerol,C30H50O
C08638,Tingenone,C28H36O3
C08639,"Cyanidin 3,5-O-diglucoside",C27H31O16
C08640,"Delphinidin 3,3',5'-tri-O-glucoside",C33H41O22
C08641,Gentiodelphin,C51H53O28
C08642,Heavenly blue anthocyanin,C79H91O45
C08643,Hirsutidin,C18H17O7
C08644,Hispidol,C15H10O4
C08646,6-Hydroxycyanidin,C15H11O7
C08647,Cyanidin 3-O-galactoside,C21H21O11
C08648,Isobavachalcone,C20H20O4
C08649,Isobutrin,C27H32O15
C08650,Isoliquiritigenin,C15H12O4
C08651,Leptosidin,C16H12O6
C08652,Luteolinidin,C15H11O5
C08653,Malonylawobanin,C39H39O22
C08654,Acetylbrowniine,C27H43NO8
C08655,Aconifine,C34H47NO12
C08656,Ajaconine,C22H33NO3
C08657,Anhwiedelphinine,C35H44N2O10
C08658,Anopterine,C31H43NO7
C08659,Inuline,C32H46N2O8
C08660,Atisine,C22H33NO2
C08661,Avadharidine,C36H51N3O10
C08662,Barbinine,C36H46N2O10
C08663,Beiwutine,C33H45NO12
C08664,Bikhaconitine,C36H51NO11
C08665,Browniine,C25H41NO7
C08666,Cammaconine,C23H37NO5
C08667,Cardiopetalidine,C21H33NO4
C08668,Septentriodine,C37H52N2O11
C08669,Cassaidine,C24H41NO4
C08670,Cassaine,C24H39NO4
C08671,Condelphine,C25H39NO6
C08672,Cuauchichicine,C22H33NO2
C08673,14-Deacetylnudicauline,C36H48N2O10
C08674,Delavaine A,C38H54N2O11
C08675,Delcorine,C26H41NO7
C08676,Delcosine,C24H39NO7
C08677,Delphinine,C33H45NO9
C08678,Delsoline,C25H41NO7
C08679,Deltaline,C27H41NO8
C08680,Denudatine,C22H33NO2
C08681,Elatine,C38H50N2O10
C08682,Erythrophleguine,C25H39NO6
C08683,Falaconitine,C34H47NO10
C08684,Finaconitine,C33H46N2O10
C08685,Garryine,C22H33NO2
C08686,Heteratisine,C22H33NO5
C08687,Hetisine,C20H27NO3
C08688,Hypaconitine,C33H45NO10
C08689,Icaceine,C22H33NO4
C08690,Icacine,C22H31NO6
C08691,Indaconitine,C34H47NO10
C08692,Jesaconitine,C35H49NO12
C08693,Karakoline,C22H35NO4
C08694,Lappaconitine,C32H44N2O8
C08695,Lindheimerine,C22H31NO2
C08696,Lycaconitine,C36H48N2O10
C08697,Lycoctonine,C25H41NO7
C08698,Mesaconitine,C33H45NO11
C08699,Methyllycaconitine,C37H50N2O10
C08700,Napelline,C22H33NO3
C08701,Norerythrostachaldine,C23H37NO5
C08702,Nudicauline,C38H50N2O11
C08703,Ovatine,C24H35NO3
C08704,Pseudoaconitine,C36H51NO12
C08705,Ryanodine,C25H35NO9
C08706,Septentrionine,C38H54N2O11
C08707,Songorine,C22H31NO3
C08708,Spiradine A,C20H25NO2
C08709,Spiramine A,C24H33NO4
C08710,Spirasine I,C22H29NO3
C08711,Spiredine,C22H27NO3
C08712,Staphidine,C42H58N2O
C08713,Talatizamine,C24H39NO5
C08714,Thalicsessine,C22H27NO4
C08715,Tricornine,C27H43NO8
C08716,Malvidin,C17H15O7
C08717,Silychristin,C25H22O10
C08718,Malvin,C29H35O17
C08719,Sophoranone,C30H36O4
C08720,Maritimetin,C15H10O6
C08721,Polysialic acid acetylated at O-9,(C12H16NO9R)n
C08722,"4,5-Methylenedioxy-6-hydroxyaurone",C16H10O5
C08723,Monardaein,C42H41O23
C08724,Okanin,C15H12O6
C08725,Pelargonin,C27H31O15
C08726,Peonidin,C16H13O6. Cl
C08727,Petunidin,C16H13O7. Cl
C08728,Riccionidin A,C15H9O6
C08729,Rosinidin,C17H15O6
C08730,Sulphuretin,C15H10O5
C08731,Xenognosin A,C16H16O3
C08732,Albafuran A,C24H26O4
C08733,Ammeline,C3H5N5O
C08734,Ammelide,C3H4N4O2
C08735,"2-Chloro-4-hydroxy-6-amino-1,3,5-triazine",C3H3ClN4O
C08736,"6-Chloro-1,3,5-triazine-2,4(1H,3H)-dione",C3H2ClN3O2
C08737,Melamine,C3H6N6
C08738,Albanol A,C34H26O8
C08739,alpha-Cotonefuran,C15H14O6
C08740,beta-Cotonefuran,C16H16O6
C08741,Dehydrotremetone,C13H12O2
C08742,"2,8-Dihydroxy-3,4,7-trimethoxydibenzofuran",C15H14O6
C08743,Eriobofuran,C14H12O4
C08744,Dihydroeuparin,C13H14O3
C08745,Lithospermic acid,C27H22O12
C08746,Ailanthinone,C25H34O9
C08747,Ailanthone,C20H24O7
C08748,Azadirachtin A,C35H44O16
C08749,Bruceantin,C28H36O11
C08750,Bruceantinol,C30H38O13
C08751,Bruceine B,C23H28O11
C08752,Bruceine D,C20H26O9
C08753,Bruceoside A,C32H42O16
C08754,Brusatol,C26H32O11
C08755,Castelanone,C25H34O9
C08756,Chaparrin,C20H28O7
C08757,Chaparrinone,C20H26O7
C08758,Chaparrolide,C20H30O6
C08759,Eurycomalactone,C19H24O6
C08760,Glaucarubin,C25H36O10
C08761,6-Methoxy-alpha-pyrufuran,C16H16O6
C08762,6-O-Methyleuparin,C14H14O3
C08763,Glaucarubinone,C25H34O10
C08764,Glaucarubolone,C20H26O8
C08765,Glycinoeclepin A,C25H34O7
C08766,Harrisonin,C27H32O10
C08767,12alpha-Hydroxyamoorstatin,C28H36O10
C08768,Ichangin,C26H32O9
C08769,Isobrucein A,C26H34O11
C08770,Isobrucein B,C23H28O11
C08771,Neoquassin,C22H30O6
C08772,Nigakihemiacetal A,C22H34O7
C08773,Nomilin,C28H34O9
C08774,(Z)-Dehydromatricaria ester,C11H8O2
C08775,Obacunone,C26H30O7
C08776,Picrasin C,C23H34O7
C08777,Quassimarin,C27H36O11
C08778,Quassin,C22H28O6
C08779,Rutaevin,C26H30O9
C08780,Salannin,C34H44O9
C08781,Samaderin A,C18H18O6
C08782,Sergeolide,C25H28O11
C08783,Simalikilactone D,C25H34O9
C08784,Soularubinone,C25H34O10
C08785,Toonacilin,C31H38O9
C08786,Trichilin A,C35H46O13
C08787,Undulatone,C27H34O11
C08788,Zapoterin,C26H30O8
C08789,Bryodulcosigenin,C30H50O4
C08790,Carnosifloside I,C42H68O13
C08791,Carnosifloside III,C48H78O18
C08792,Carnosifloside VI,C48H80O18
C08793,Cucurbitacin A,C32H46O9
C08794,Cucurbitacin B,C32H46O8
C08795,Cucurbitacin C,C32H48O8
C08796,Cucurbitacin D,C30H44O7
C08797,Cucurbitacin E,C32H44O8
C08798,Cucurbitacin F,C30H46O7
C08799,Cucurbitacin H,C30H46O8
C08800,Cucurbitacin I,C30H42O7
C08801,Cucurbitacin J,C30H44O8
C08802,Cucurbitacin L,C30H44O7
C08803,Cucurbitacin O,C30H46O7
C08804,Cucurbitacin P,C30H48O7
C08805,Cucurbitacin Q,C32H48O8
C08806,Cucurbitacin S,C30H42O6
C08807,11-Deoxocucurbitacin I,C30H44O6
C08808,Gratiogenin,C30H48O4
C08809,Spinoside A,C39H56O12
C08810,Ajugalactone,C29H40O8
C08811,Ajugasterone C,C27H44O7
C08813,Brassicasterol,C28H46O
C08814,Brassinolide,C28H48O6
C08815,Agar,
C08816,Cyasterone,C29H44O8
C08817,Fucosterol,C29H48O
C08818,Carrageenan,
C08819,Inokosterone,C27H44O7
C08821,Isofucosterol,C29H48O
C08822,Gum arabic,
C08823,Lichesterol,C28H44O
C08825,Lophenol,C28H48O
C08827,Gum tragacanth,
C08829,Makisterone B,C28H46O7
C08830,24-Methylidenecycloartanol,C31H52O
C08831,Miroestrol,C20H22O6
C08832,Podecdysone B,C27H42O6
C08833,Pollinastanol,C28H48O
C08834,Polypodine B,C27H44O8
C08835,Ponasterone A,C27H44O6
C08836,Poriferasterol,C29H48O
C08837,Poststerone,C21H30O5
C08838,Pterosterone,C27H44O7
C08839,Schottenol,C29H50O
C08840,alpha-Spinasterol,C29H48O
C08841,Withaferin A,C28H38O6
C08842,Withanolide D,C28H38O6
C08843,Adonitoxin,C29H42O10
C08844,Moracin A,C16H14O5
C08845,Adynerin,C30H44O7
C08846,Mulberrofuran A,C25H28O4
C08847,alpha-Antiarin,C29H42O11
C08848,Antioside,C29H44O10
C08849,Asclepin,C31H42O10
C08850,Aspecioside,C29H42O10
C08851,Bipindoside,C29H44O10
C08852,Bryophyllin A,C26H32O8
C08853,Bryotoxin A,C32H42O12
C08854,Calactin,C29H40O9
C08855,Calotropin,C29H40O9
C08856,Thevetin B,C42H66O18
C08857,Cerbertin,C32H44O11
C08858,Convallatoxin,C29H42O10
C08859,Cymarin,C30H44O9
C08860,Decoside,C30H42O9
C08861,Diginatin,C41H64O15
C08862,Digitalin,C36H56O14
C08863,Divaricoside,C30H46O8
C08864,Divostroside,C30H46O8
C08865,Eriocarpin,C29H38O11
C08866,Gitoxin,C41H64O14
C08867,Hellebrigenin 3-acetate,C26H34O7
C08868,Hellebrin,C36H52O15
C08869,Helveticoside,C29H42O9
C08870,Labriformidin,C29H36O11
C08871,Labriformin,C31H39NO10S
C08872,Lanceotoxin A,C32H44O12
C08873,Lanceotoxin B,C32H44O11
C08874,Lokundjoside,C29H44O10
C08875,Musaroside,C30H44O10
C08876,Neriifolin,C30H46O8
C08877,Rhodexin A,C29H44O9
C08878,Sarmentoloside,C29H44O11
C08879,Scillaren A,C36H52O13
C08880,Scilliroside,C32H44O12
C08881,k-Strophanthoside,C42H64O19
C08882,Thevetin A,C42H64O19
C08883,Uscharidin,C29H38O9
C08884,Vernadigin,C30H44O10
C08885,Agavoside A,C33H52O9
C08886,Asparagoside A,C33H54O8
C08887,Avenacoside A,C51H82O23
C08888,Avenacoside B,C57H92O28
C08889,Capsicoside A,C63H106O35
C08890,Convallagenin A,C27H44O5
C08891,Convallamarogenin,C27H42O4
C08892,Convallamaroside,C57H94O27
C08893,Convallasaponin A,C32H52O9
C08894,Deltonin,C45H72O17
C08895,Deltoside,C51H84O23
C08896,Digitogenin,C27H44O5
C08897,Dioscin,C45H72O16
C08898,Diosgenin,C27H42O3
C08899,Gitogenin,C27H44O4
C08900,Gitonin,C50H82O23
C08901,Gracillin,C45H72O17
C08902,Hecogenin,C27H42O4
C08904,Officinalisnin I,C45H76O19
C08905,Osladin,C45H74O17
C08906,Parillin,C51H84O22
C08907,Protodioscin,C51H84O22
C08908,Protogracillin,C51H84O23
C08909,Ruscogenin,C27H42O4
C08910,Ruscoside,C50H80O23
C08911,Sarsaparilloside,C57H96O28
C08912,Sarsasapogenin 3-O-4G-rhamnosylsophoroside,C45H74O17
C08913,Smilagenin,C27H44O3
C08914,Tigogenin,C27H44O3
C08915,Tigonin,C56H92O27
C08916,Tokoronin,C32H52O9
C08917,Trigonelloside C,C51H84O22
C08918,Yamogenin,C27H42O3
C08919,Yamogenin 3-O-neohesperidoside,C39H62O12
C08920,Abrusoside A,C36H54O10
C08921,Aescin,C55H86O24
C08922,Aridanin,C38H61NO8
C08923,Arvensoside A,C48H78O18
C08924,Astragaloside III,C41H68O14
C08925,Astrasieversianin XVI,C47H78O18
C08926,Avenacin A-1,C55H83NO21
C08927,Avenacin B-2,C54H80O20
C08928,Mulberrofuran C,C34H28O9
C08929,alpha-Pyrufuran,C15H14O5
C08930,Azukisaponin III,C42H66O15
C08931,Barringtogenol C,C30H50O5
C08932,Bayogenin 3-O-cellobioside,C42H68O15
C08933,Camellidin I,C55H86O25
C08934,Camellidin II,C53H84O24
C08935,Cimicifugoside,C37H54O11
C08936,Colubrin,C48H76O18
C08937,Colubrinoside,C50H78O19
C08938,Cyclamin,C58H94O27
C08939,Cyclofoetoside B,C47H80O18
C08940,Desglucomusennin,C45H72O16
C08941,Dianoside A,C42H66O15
C08942,Echinocystic acid,C30H48O4
C08943,Flaccidin B,C41H64O12
C08944,Ginsenoside Re,C48H82O18
C08945,Ginsenoside Rf,C42H72O14
C08946,Ginsenoside Rg1,C42H72O14
C08947,Gymnemic acid I,C43H66O14
C08948,beta-Pyrufuran,C15H14O5
C08949,Gypenoside XXV,C47H78O18
C08950,Gypsogenin,C30H46O4
C08951,Pseudorhodomyrtoxin,C24H28O7
C08952,Gypsogenin 3-O-rhamnosylglucuronide,C42H64O14
C08953,Hederagenin 3-O-arabinoside,C35H56O8
C08954,alpha-Hederin,C41H66O12
C08955,beta-Hederin,C41H66O11
C08956,Helianthoside A,C53H86O21
C08957,Ilexolide A,C35H54O7
C08958,Lemmatoxin,C48H78O18
C08959,Medicagenic acid 3-O-triglucoside,C48H76O21
C08960,Musennin,C51H82O21
C08961,Notoginsenoside R1,C47H80O18
C08962,Olaxoside,C48H76O18
C08963,Oleanoglycotoxin-A,C48H78O18
C08964,Oleanoic acid 3-O-glucuronide,C36H56O9
C08965,Pfaffic acid,C29H44O3
C08966,Pfaffoside A,C40H60O13
C08967,Phaseoloside D,C65H104O31
C08968,Phytolaccoside B,C36H56O11
C08969,Pittoside A,C41H68O13
C08970,Primulasaponin,C54H88O23
C08971,Propapyriogenin A2,C30H44O5
C08972,Quillaic acid,C30H46O5
C08973,Rotundioside B,C54H87O26S
C08974,Sainfuran,C16H14O5
C08975,Saikosaponin A,C42H68O13
C08976,Saikosaponin BK1,C48H78O17
C08977,Saponoside D,C87H138O49
C08978,Senegin II,C70H104O32
C08979,Toxol,C13H14O3
C08980,Soyasapogenol B,C30H50O3
C08981,Toxyl angelate,C18H20O4
C08982,Soyasaponin A1,C59H96O29
C08983,Soyasaponin I,C48H78O18
C08984,Spinasaponin A,C42H66O14
C08985,Thalicoside A,C42H70O14
C08986,Theasaponin,C59H92O27
C08987,Tubeimoside I,C63H98O29
C08988,Ursolic acid,C30H48O3
C08989,Virgaureasaponin I,C59H96O27
C08990,Yiamoloside B,C43H68O15
C08991,Ziziphin,C51H80O18
C08992,Tremetone,C13H14O2
C08993,Vignafuran,C16H14O4
C08994,Aloesin,C19H22O9
C08995,Aurasperone D,C31H24O10
C08996,Biflorin,C16H18O9
C08997,Butyrylmallotochromene,C26H30O8
C08998,Cannabichromene,C21H30O2
C08999,Capillarisin,C16H12O7
C09000,Cimifugin,C16H18O6
C09001,"5,7-Dihydroxychromone",C9H6O4
C09002,"8-(3,3-Dimethylallyl)spatheliachromene",C20H22O4
C09003,"2,2-Dimethyl-8-prenylchromene 6-carboxylic acid",C17H20O3
C09004,Drummondin A,C26H30O8
C09005,Encecalin,C14H16O3
C09006,Eupatoriochromene,C13H14O3
C09007,Flindersiachromone,C17H14O2
C09008,Frutinone A,C16H8O4
C09009,Isobutyrylmallotochromene,C26H30O8
C09010,Khellin,C14H12O5
C09011,Khellol glucoside,C19H20O10
C09012,Lathodoratin,C11H10O4
C09013,Mallotochromene,C24H26O8
C09014,5-O-Methylalloptaeroxylin,C16H16O4
C09015,Methylripariochromene A,C15H18O4
C09016,5-O-Methylvisamminol,C16H18O5
C09017,Precocene I,C12H14O2
C09018,Precocene II,C13H16O3
C09019,1-Acetylaspidoalbidine,C21H26N2O2
C09020,Adifoline,C22H20N2O7
C09021,Affinine,C20H24N2O2
C09022,Affinisine,C20H24N2O
C09023,Agroclavine,C16H18N2
C09024,Ajmalicine,C21H24N2O3
C09025,Akuammicine,C20H22N2O2
C09026,Akuammidine,C21H24N2O3
C09027,Akuammine,C22H26N2O4
C09028,Alstonine,C21H20N2O3
C09029,Ptaerochromenol,C15H14O5
C09030,Ptaeroglycol,C15H14O6
C09031,Pulverochromenol,C20H22O4
C09032,Angustine,C20H15N3O
C09033,Antirhine,C19H24N2O
C09034,Apodine,C21H22N2O4
C09035,Apovincamine,C21H24N2O2
C09036,(-)-Apparicine,C18H20N2
C09037,Aricine,C22H26N2O4
C09038,Aspidoalbine,C24H32N2O5
C09039,Aspidodasycarpine,C21H26N2O4
C09040,Aspidofractine,C22H26N2O3
C09041,Aspidospermatine,C21H26N2O2
C09042,Aspidospermine,C22H30N2O2
C09043,Auricularine,C33H42N4
C09044,Quinquangulin,C16H14O5
C09045,Baloxine,C21H24N2O4
C09046,Bleekerine,C23H24N2O5
C09047,Rubrofusarin,C15H12O5
C09048,Spathelia bischromene,C20H20O4
C09049,Visnagin,C13H10O4
C09050,Bonafousine,C35H40N4O3
C09051,Borrecapine,C20H24N2O
C09052,Borreline,C17H18N2O
C09053,Alloimperatorin,C16H14O4
C09054,Borrerine,C16H20N2
C09055,6-Acetylpicropolin,C24H28O9
C09056,Ammoresinol,C24H30O4
C09057,Acutilol A,C20H32O2
C09058,Ajugarin I,C24H34O7
C09059,Alectrol,C21H24O7
C09060,Angelicin,C11H6O3
C09061,Allogibberic acid,C18H20O3
C09062,Antheridic acid,C19H22O6
C09063,Asebotoxin II,C23H36O6
C09064,Atractyloside,C30H44O16S2. 2K
C09065,Baliospermin,C32H50O8
C09066,Cafestol,C20H28O3
C09067,Callicarpone,C20H28O4
C09068,Candletoxin A,C35H44O9
C09069,Carnosol,C20H26O4
C09070,Caryoptin,C26H36O9
C09071,Cascarillin,C22H32O7
C09072,"2,7,11-Cembratrien-4,6-diol",C20H34O2
C09073,Chasmanthin,C20H22O7
C09074,Clerodendrin A,C31H42O12
C09075,Clerodin,C24H34O7
C09076,Coleonol,C22H34O7
C09077,Columbin,C20H22O6
C09078,Cotylenin F,C33H54O11
C09079,Cyathin A3,C20H30O3
C09080,Daphnetoxin,C27H30O8
C09081,"7beta,12alpha-Dihydroxykaurenolide",C20H28O4
C09082,Borreverine,C32H40N4
C09083,Brevicolline,C17H19N3
C09084,Brucine,C23H26N2O4
C09085,Calebassone,C40H48N4O2
C09086,Diterpenoid EF-D,C27H38O7
C09087,Diterpenoid SP-II,C20H32O4
C09088,Callichiline,C42H48N4O5
C09089,Calligonine,C12H14N2
C09090,Enmein,C20H26O6
C09091,Euphorbia factor Ti2,C32H42O7
C09092,Ferruginol,C20H30O
C09093,Fusicoccin H,C26H42O8
C09094,Geranylgeraniol,C20H34O
C09095,Gnidicin,C36H36O10
C09096,Gnididin,C37H44O10
C09097,Calycanthidine,C23H28N4
C09098,Canthin-6-one,C14H8N2O
C09099,Naringenin 7-O-beta-D-glucoside,C21H22O10
C09100,Caracurine V,C38H40N4O2
C09101,Gnididilatin,C37H48O10
C09102,Gniditrin,C37H42O10
C09103,Grayanotoxin I,C22H36O7
C09104,Hallactone A,C19H22O6
C09105,Hallactone B,C20H24O9S
C09106,Carapanaubine,C23H28N2O6
C09107,Catharanthine,C21H24N2O2
C09108,Huratoxin,C34H48O8
C09109,Hymatoxin A,C20H29O7S
C09110,Ineketone,C20H30O3
C09111,Inflexin,C24H32O7
C09112,Ingenol,C20H28O5
C09113,"Ingenol 3,20-dibenzoate",C34H36O7
