"Gene ID","Organism","Genomic Location (Gene)","Product Description","Gene Name or Symbol","Entrez Gene ID","UniProt ID(s)"
"AAEL007554","Aedes aegypti LVP_AGWG","AaegL5_2:326,973,021..326,976,089(-)","unspecified product","N/A","5569343,5569343","Q171S3"
"AAEL007555","Aedes aegypti LVP_AGWG","AaegL5_2:326,932,501..326,934,432(-)","acyl-coa dehydrogenase","N/A","5569333,5569333","Q171S4"
"AAEL007556","Aedes aegypti LVP_AGWG","AaegL5_2:326,847,886..326,861,956(-)","unspecified product","N/A","5569309,5569309","Q171S6"
"AAEL007558","Aedes aegypti LVP_AGWG","AaegL5_2:248,030,357..248,064,539(-)","Helicase [Source:UniProtKB/TrEMBL;Acc:A0A1S4FH11]","N/A","5569380","A0A1S4FH11,Q171Q1"
"AAEL007559","Aedes aegypti LVP_AGWG","AaegL5_2:248,967,146..249,133,677(-)","guanyl-nucleotide exchange factor, putative","N/A","5569370","Q171R1"
"AAEL007560","Aedes aegypti LVP_AGWG","AaegL5_2:248,070,722..248,131,256(+)","core 1 udp-galactose:n-acetylgalactosamine-alpha-r beta 1,3- galactosyltransferase","N/A","5569374","A0A1S4FGV4,Q171Q2"
"AAEL007562","Aedes aegypti LVP_AGWG","AaegL5_2:248,448,605..248,861,613(+)","unspecified product","N/A","5569376,5569376","Q171Q5"
"AAEL007563","Aedes aegypti LVP_AGWG","AaegL5_2:248,163,088..248,356,521(+)","Dual Oxidase: Peroxidase and NADPH-Oxidase domains.","DUOX","5569378","N/A"
"AAEL007564","Aedes aegypti LVP_AGWG","AaegL5_2:248,915,614..248,917,282(+)","Zinc finger protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4FH58]","N/A","5569373","A0A1S4FH58,Q171Q7"
"AAEL007565","Aedes aegypti LVP_AGWG","AaegL5_2:248,940,230..248,961,074(+)","leucine rich protein, putative","N/A","5569371","Q171R0"
"AAEL007566","Aedes aegypti LVP_AGWG","AaegL5_2:248,893,184..248,894,992(-)","dynactin subunit P25","N/A","5569372,5569372","Q171Q6,Q1HQR3"
"AAEL007568","Aedes aegypti LVP_AGWG","AaegL5_2:248,920,378..248,921,652(-)","DNA-directed RNA polymerase","N/A","5569369,5569369","Q171Q8"
"AAEL007572","Aedes aegypti LVP_AGWG","NIGP01000959:1,472..12,926(+)","fidipidine","N/A","5569387","A0A1S4FH67"
"AAEL007573","Aedes aegypti LVP_AGWG","AaegL5_2:343,916,197..343,917,998(+)","unspecified product","N/A","5569391,5569391","Q171N8"
"AAEL007576","Aedes aegypti LVP_AGWG","AaegL5_2:343,930,844..343,931,533(-)","unspecified product","N/A","5569390,5569390","Q171P2"
"AAEL007578","Aedes aegypti LVP_AGWG","AaegL5_2:343,940,291..343,942,927(+)","shk1 kinase-binding protein","N/A","5569383,5569383","Q171P3"
"AAEL007579","Aedes aegypti LVP_AGWG","AaegL5_1:172,390,998..172,747,574(+)","unspecified product","N/A","5569388,5569388","Q171P7"
"AAEL007581","Aedes aegypti LVP_AGWG","NIGP01000959:67..1,451(-)","Rfc5p, putative","N/A","5569389,5569389","Q171N9"
"AAEL007582","Aedes aegypti LVP_AGWG","AaegL5_2:344,241,005..344,249,908(-)","granzyme A precursor, putative","N/A","5569381","A0A1S4FH77,Q171P5"
"AAEL007584","Aedes aegypti LVP_AGWG","AaegL5_1:302,848,799..302,850,198(+)","unspecified product","N/A","5579958","A0A1S4FGZ7,Q171N1"
"AAEL007586","Aedes aegypti LVP_AGWG","AaegL5_1:302,207,999..302,263,387(-)","nuclear pore complex protein nup98","N/A","5579966","A0A1S4FH42,Q16JM5,Q171M2,Q17CY0"
"AAEL007587","Aedes aegypti LVP_AGWG","AaegL5_1:302,591,030..302,591,594(+)","unspecified product","N/A","5579959","A0A1S4FH82,Q171N0"
"AAEL007591","Aedes aegypti LVP_AGWG","AaegL5_1:302,955,557..302,956,212(+)","ML domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4FH47]","N/A","5579954","A0A1S4FH47,Q16I08,Q171N4"
"AAEL007592","Aedes aegypti LVP_AGWG","AaegL5_1:302,937,543..302,938,194(-)","ML domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4FH88]","N/A","5579955","A0A1S4FH88,Q171N3"
"AAEL007593","Aedes aegypti LVP_AGWG","AaegL5_1:302,516,947..302,570,176(+)","Clip-Domain Serine Protease family C.","CLIPC2","5579956","A0A1S4FGY9,Q171M9"
"AAEL007595","Aedes aegypti LVP_AGWG","AaegL5_1:302,449,787..302,453,061(-)","unspecified product","N/A","5579964","A0A0P6IUF5,Q171M5"
"AAEL007597","Aedes aegypti LVP_AGWG","AaegL5_1:302,475,185..302,497,010(-)","Clip-Domain Serine Protease family C","CLIPC3","5579962","A0A0P6IUV8,A0A1S4FGZ3"
"AAEL007598","Aedes aegypti LVP_AGWG","AaegL5_1:302,892,513..302,928,576(+)","unspecified product","N/A","5579957","A0A1S4FH12,Q171N2"
"AAEL007600","Aedes aegypti LVP_AGWG","AaegL5_3:18,209,534..18,210,561(+)","trypsin, putative","N/A","5569398,5569398","Q171L2"
"AAEL007601","Aedes aegypti LVP_AGWG","AaegL5_3:18,159,831..18,160,741(-)","trypsin","N/A","5569396","A0A1S4FH94,Q171L4"
"AAEL007602","Aedes aegypti LVP_AGWG","AaegL5_3:18,171,068..18,177,207(+)","trypsin, putative","N/A","5569401","A0A1S4FGZ8,Q171L3"
"AAEL007603","Aedes aegypti LVP_AGWG","AaegL5_3:18,109,419..18,110,685(+)","odorant binding protein (OBP10)","OBP10","5569397,5569397","Q8WPC2"
"AAEL007604","Aedes aegypti LVP_AGWG","AaegL5_3:18,128,461..18,129,433(-)","odorant-binding protein 56a, putative","N/A","5569400","Q171L5"
"AAEL007607","Aedes aegypti LVP_AGWG","AaegL5_1:42,303,032..42,340,016(+)","unspecified product","N/A","5569406","A0A1S4FH04,Q171K7"
"AAEL007615","Aedes aegypti LVP_AGWG","AaegL5_1:42,401,824..42,402,901(+)","unspecified product","N/A","5569413,5569413","Q16SE9,Q171K0"
"AAEL007619","Aedes aegypti LVP_AGWG","AaegL5_1:42,268,258..42,288,972(+)","Toll-like receptor","TOLL5A","5569408","A0A1S4FH10,Q171K9,Q8MQU9"
"AAEL007624","Aedes aegypti LVP_AGWG","AaegL5_2:107,002,855..107,084,023(-)","IMD pathway signalling  NF-kappaB Relish-like transcription factor","REL2","5569427","A0A1S4FH15,Q171I8,Q8MV38,Q8MV39,Q8MV40,Q8MV44,Q8MV45"
"AAEL007626","Aedes aegypti LVP_AGWG","AaegL5_2:106,723,527..106,751,821(-)","Gram-Negative Binding Protein (GNBP)  or Beta-1 3-Glucan Binding Protein (BGBP).","GNBPA1","5569420","A0A1S4FHC0,Q171J3"
"AAEL007631","Aedes aegypti LVP_AGWG","AaegL5_2:107,206,774..107,881,399(-)","unspecified product","N/A","5569422","A0A1S4EUQ8,Q0C7C2,Q16MP4,Q16S72,Q171I6,Q17CI3"
"AAEL007632","Aedes aegypti LVP_AGWG","AaegL5_2:106,841,452..106,973,475(+)","myosin light chain kinase","N/A","5569428","Q171I9"
"AAEL007633","Aedes aegypti LVP_AGWG","AaegL5_3:136,724,402..136,801,255(+)","dihydropyrimidinase","N/A","5569430","N/A"
"AAEL007634","Aedes aegypti LVP_AGWG","AaegL5_3:136,671,406..136,672,647(-)","Protein KRTCAP2 homolog [Source:UniProtKB/Swiss-Prot;Acc:Q1HQF8]","N/A","5569432,5569432","Q1HQF8"
"AAEL007636","Aedes aegypti LVP_AGWG","AaegL5_3:136,673,070..136,705,238(+)","unspecified product","N/A","5569431","A0A1S4FH46,Q171I3"
"AAEL007637","Aedes aegypti LVP_AGWG","AaegL5_3:137,473,483..137,588,925(-)","AAA ATPase","N/A","5569434","Q171H9"
"AAEL007641","Aedes aegypti LVP_AGWG","AaegL5_1:186,741,495..186,838,786(+)","unspecified product","N/A","5569456","Q171H0"
"AAEL007642","Aedes aegypti LVP_AGWG","AaegL5_1:187,283,921..187,293,937(+)","TOLL pathway signalling.","TUBE","5569460","A0A1S4FH51,Q171H8"
"AAEL007644","Aedes aegypti LVP_AGWG","AaegL5_1:186,894,409..186,942,332(+)","GPCR Orphan/Putative Class A Family","GPRNNA6","5569455","A0A076VH42,A0A1S4FH30,Q171H2"
"AAEL007646","Aedes aegypti LVP_AGWG","AaegL5_1:186,848,060..187,050,445(-)","unspecified product","N/A","5569452","N/A"
"AAEL007647","Aedes aegypti LVP_AGWG","AaegL5_1:187,261,015..187,281,575(-)","unspecified product","N/A","5569458,5569458","Q171H7"
"AAEL007648","Aedes aegypti LVP_AGWG","AaegL5_1:13,191,576..13,194,055(-)","unspecified product","N/A","5569469,5569469","Q171G4"
"AAEL007650","Aedes aegypti LVP_AGWG","AaegL5_1:13,496,449..13,527,219(+)","Chaperonin [Source:UniProtKB/TrEMBL;Acc:A0A1S4FHA0]","N/A","5579472","A0A1S4FHA0,Q171G0,Q1DH07"
"AAEL007651","Aedes aegypti LVP_AGWG","AaegL5_1:13,367,160..13,442,120(-)","phosphorylase b kinase","N/A","5569470","N/A"
"AAEL007652","Aedes aegypti LVP_AGWG","AaegL5_1:13,117,856..13,130,161(-)","unspecified product","N/A","5569467","A0A1S4FH45,Q171G5"
"AAEL007653","Aedes aegypti LVP_AGWG","AaegL5_1:13,781,528..13,803,280(-)","allantoinase","N/A","5569474,5569474","Q171F8"
"AAEL007654","Aedes aegypti LVP_AGWG","AaegL5_1:14,227,333..14,229,237(-)","unspecified product","N/A","5569477,5569477","Q171F5"
"AAEL007655","Aedes aegypti LVP_AGWG","AaegL5_1:14,226,309..14,227,319(+)","unspecified product","N/A","5569476,5569476","Q171F6"
"AAEL007656","Aedes aegypti LVP_AGWG","AaegL5_1:13,493,672..13,495,456(-)","receptor for activated C kinase, putative","N/A","5569472,5569472","Q171G1"
"AAEL007657","Aedes aegypti LVP_AGWG","AaegL5_1:12,873,445..12,913,096(+)","low-density lipoprotein receptor (ldl)","N/A","5569465","A0A1S4FH50,O76952,Q16GY3,Q171G8,Q9BIE9"
"AAEL007658","Aedes aegypti LVP_AGWG","AaegL5_1:13,843,745..14,215,502(-)","partitioning defective 3, par-3","N/A","5569475","N/A"
"AAEL007659","Aedes aegypti LVP_AGWG","AaegL5_1:13,665,399..13,702,958(-)","unspecified product","N/A","5569473,5569473","Q171F9"
"AAEL007660","Aedes aegypti LVP_AGWG","AaegL5_1:13,456,248..13,488,802(+)","suppressor of actin (sac)","N/A","5569471,5569471","Q171G2"
"AAEL007661","Aedes aegypti LVP_AGWG","AaegL5_1:12,961,139..12,976,880(-)","rab-40","N/A","5569464,5569464","N/A"
"AAEL007662","Aedes aegypti LVP_AGWG","AaegL5_1:12,985,694..13,094,316(+)","casein kinase","N/A","5569466,5569466","Q171G6"
"AAEL007664","Aedes aegypti LVP_AGWG","AaegL5_1:49,291,741..50,008,719(-)","nicotinic acetylcholine receptor subunit","N/A","5569480","Q171F2"
"AAEL007667","Aedes aegypti LVP_AGWG","AaegL5_1:49,187,338..49,214,717(+)","unspecified product","N/A","5569483,5569483","Q171F0"
"AAEL007668","Aedes aegypti LVP_AGWG","AaegL5_1:49,112,314..49,113,767(-)","mitochondrial ribosomal protein, S29, putative","mRpS28","5569486","A0A1S4FH78,Q171E7"
"AAEL007669","Aedes aegypti LVP_AGWG","AaegL5_3:347,316,912..347,345,060(-)","oxidoreductase","N/A","110674007","Q171F3"
"AAEL007670","Aedes aegypti LVP_AGWG","AaegL5_2:384,916,665..384,951,067(-)","tiptop","N/A","5569488","A0A1S4FHB9,Q171E6"
"AAEL007672","Aedes aegypti LVP_AGWG","AaegL5_3:407,272,106..407,273,962(+)","myst histone acetyltransferase","N/A","5569493","N/A"
"AAEL007673","Aedes aegypti LVP_AGWG","AaegL5_3:407,231,415..407,233,225(-)","alpha-amylase","N/A","5569491","A0A1S4FH83,Q171E2"
"AAEL007674","Aedes aegypti LVP_AGWG","AaegL5_3:407,229,677..407,231,421(+)","unspecified product","N/A","5569490","Q171E3"
"AAEL007677","Aedes aegypti LVP_AGWG","AaegL5_3:407,295,781..407,296,736(-)","phospholysine phosphohistidine inorganic pyrophosphate phosphatase","N/A","5569494","A0A1S4FH70,Q171D9"
"AAEL007679","Aedes aegypti LVP_AGWG","AaegL5_2:250,767,483..250,798,865(-)","unspecified product","N/A","5569502,5569502","Q171D2"
"AAEL007680","Aedes aegypti LVP_AGWG","AaegL5_2:251,143,933..251,153,597(+)","unspecified product","N/A","5569508","A0A1S4FHC9,Q171C5"
"AAEL007681","Aedes aegypti LVP_AGWG","AaegL5_2:250,804,502..250,833,188(+)","NADH-ubiquinone oxidoreductase flavoprotein 1 (ndufv1)","N/A","5569497,5569497","Q171D1,Q1HR11"
"AAEL007682","Aedes aegypti LVP_AGWG","AaegL5_2:250,118,232..250,623,778(+)","unspecified product","N/A","5569496","A0A0P6JRV0,Q171D7"
"AAEL007683","Aedes aegypti LVP_AGWG","AaegL5_2:251,513,341..251,526,136(-)","prokaryotic DNA topoisomerase","N/A","5569510,5569510","Q171C3"
"AAEL007684","Aedes aegypti LVP_AGWG","AaegL5_2:251,098,512..251,133,007(-)","tektin, putative","N/A","5569507,5569507","N/A"
"AAEL007685","Aedes aegypti LVP_AGWG","AaegL5_2:250,842,747..250,846,113(-)","unspecified product","N/A","5569505","Q171D0"
"AAEL007686","Aedes aegypti LVP_AGWG","AaegL5_2:251,232,955..251,234,097(+)","unspecified product","N/A","5569509","A0A1S4FHH5,Q171C4"
"AAEL007687","Aedes aegypti LVP_AGWG","AaegL5_2:251,540,383..251,559,759(+)","transmembrane 9 superfamily protein member 4","N/A","5569511,5569511","Q171C2"
"AAEL007690","Aedes aegypti LVP_AGWG","AaegL5_2:251,045,651..251,089,843(-)","unspecified product","N/A","5569506,5569506","Q171C7"
"AAEL007691","Aedes aegypti LVP_AGWG","AaegL5_2:250,658,410..250,721,733(+)","organic anion transporter Oatp204","Oatp204","5569501","A0A1S4FHI0,Q171D5"
"AAEL007692","Aedes aegypti LVP_AGWG","AaegL5_2:250,757,935..250,759,875(+)","unspecified product","N/A","5569499","Q171D3"
"AAEL007693","Aedes aegypti LVP_AGWG","AaegL5_2:250,636,495..250,671,576(-)","organic anion transporter Oatp203","Oatp203","5569498","Q171D6"
"AAEL007694","Aedes aegypti LVP_AGWG","AaegL5_2:250,721,770..250,750,791(-)","unspecified product","N/A","5569500","N/A"
"AAEL007696","Aedes aegypti LVP_AGWG","AaegL5_2:470,765,218..470,853,055(-)","TOLL pathway signalling  NF-kappaB Relish-like transcription factor","REL1A","5569526","Q534Q4,Q534Q5"
"AAEL007697","Aedes aegypti LVP_AGWG","AaegL5_2:470,256,576..470,257,452(+)","unspecified product","N/A","5569517","A0A1S4FHI5,Q171B8"
"AAEL007698","Aedes aegypti LVP_AGWG","AaegL5_2:470,345,031..470,375,870(+)","PIWI","PIWI4","5569521,5569521","Q171B3"
"AAEL007699","Aedes aegypti LVP_AGWG","AaegL5_2:470,320,146..470,328,474(+)","60S ribosomal protein L9 [Source:UniProtKB/TrEMBL;Acc:Q1HR72]","RpL9","5569529,5569529","Q1HR72"
"AAEL007700","Aedes aegypti LVP_AGWG","AaegL5_2:470,569,145..470,633,561(-)","ERm","N/A","5569524","A0A1S4FH95,Q171A8"
"AAEL007701","Aedes aegypti LVP_AGWG","AaegL5_2:470,545,334..470,557,360(+)","unspecified product","N/A","5569519","Q171B0"
"AAEL007702","Aedes aegypti LVP_AGWG","AaegL5_2:470,268,295..470,277,570(-)","chaperonin","N/A","5569514,5569514","Q171B7"
"AAEL007703","Aedes aegypti LVP_AGWG","AaegL5_2:470,825,061..470,826,652(+)","unspecified product","N/A","5569528","Q171A5"
"AAEL007704","Aedes aegypti LVP_AGWG","AaegL5_2:470,246,494..470,249,175(-)","lipoma preferred partner/lpp","N/A","5569518","A0A1S4FHA2,Q171B9"
"AAEL007705","Aedes aegypti LVP_AGWG","AaegL5_2:470,432,656..470,538,120(-)","hect E3 ubiquitin ligase","N/A","5569522","N/A"
"AAEL007706","Aedes aegypti LVP_AGWG","AaegL5_2:470,564,899..470,565,901(+)","unspecified product","N/A","5569523","A0A1S4FH97,Q171A9"
"AAEL007707","Aedes aegypti LVP_AGWG","AaegL5_2:470,384,851..470,424,193(-)","malate dehydrogenase","N/A","5569520","A0A1S4FHF8"
"AAEL007708","Aedes aegypti LVP_AGWG","AaegL5_2:470,282,600..470,283,909(-)","WD-repeat protein","N/A","5569516,5569516","Q171B6"
"AAEL007710","Aedes aegypti LVP_AGWG","AaegL5_2:470,306,739..470,309,310(-)","unspecified product","N/A","5569515","Q171B5"
"AAEL007711","Aedes aegypti LVP_AGWG","AaegL5_3:255,486,907..255,488,227(+)","unspecified product","N/A","5569536","A0A1S4FHA3,Q0IEY1,Q8T4R3"
"AAEL007712","Aedes aegypti LVP_AGWG","AaegL5_3:255,510,456..255,557,317(-)","tuberous sclerosis 2","Tsc2","5569538","A0A1S4FHG3,Q0IEY0,Q6JJM2"
"AAEL007713","Aedes aegypti LVP_AGWG","AaegL5_3:255,561,088..255,562,384(+)","viral IAP-associated factor, putative","N/A","5569539","A0A1S4FHK5,Q0IEX9"
"AAEL007715","Aedes aegypti LVP_AGWG","AaegL5_3:255,383,233..255,387,729(+)","60S ribosomal protein L21 [Source:UniProtKB/TrEMBL;Acc:Q1HRN4]","RpL21","5569531,5569531","Q1HRN4"
"AAEL007716","Aedes aegypti LVP_AGWG","AaegL5_3:255,624,662..255,669,543(-)","unspecified product","N/A","5569542","N/A"
"AAEL007717","Aedes aegypti LVP_AGWG","AaegL5_3:255,580,425..255,586,493(-)","alpha-endosulfine, putative","N/A","5569540,5569540","Q0IEX8"
"AAEL007718","Aedes aegypti LVP_AGWG","AaegL5_3:255,431,538..255,439,141(+)","Eukaryotic translation initiation factor 3 subunit B (eIF3b)(Eukaryotic translation initiation factor 3 subunit 9)","N/A","5569547","Q0IEY3"
"AAEL007719","Aedes aegypti LVP_AGWG","AaegL5_3:254,927,153..255,322,907(+)","rhombotin","N/A","5569532","A0A1S4FHB8,Q0IEY7"
"AAEL007720","Aedes aegypti LVP_AGWG","AaegL5_3:255,623,505..255,624,746(+)","unspecified product","N/A","5569543","N/A"
"AAEL007725","Aedes aegypti LVP_AGWG","AaegL5_3:255,333,038..255,360,784(-)","reticulocalbin","N/A","5569534,5569534","Q0IEY6"
"AAEL007726","Aedes aegypti LVP_AGWG","AaegL5_3:255,362,155..255,378,680(-)","unspecified product","N/A","5569533","A0A1S4FHC3,Q0IEY5"
"AAEL007729","Aedes aegypti LVP_AGWG","AaegL5_2:82,062,394..82,078,756(-)","unspecified product","N/A","5579981","A0A1S4FHH8,Q170Z4"
"AAEL007730","Aedes aegypti LVP_AGWG","AaegL5_2:82,052,170..82,054,993(+)","tetratricopeptide repeat protein 10, tpr10","N/A","5579976,5579976","Q170Z5"
"AAEL007731","Aedes aegypti LVP_AGWG","AaegL5_2:100,897,257..100,925,527(+)","Pep12p, putative","N/A","5579978,5579978","Q170Z8"
"AAEL007736","Aedes aegypti LVP_AGWG","AaegL5_2:101,052,013..101,055,239(+)","forkhead protein/ forkhead protein domain","N/A","5577724,5577724","Q16JF2"
"AAEL007738","Aedes aegypti LVP_AGWG","AaegL5_2:100,865,662..100,867,807(+)","app binding protein","N/A","5579977,5579977","Q16N42,Q170Z9"
"AAEL007739","Aedes aegypti LVP_AGWG","AaegL5_2:82,007,294..82,016,368(-)","pupal cuticle protein, putative","N/A","5579980","A0A1S4FHI9,Q170Z6"
"AAEL007741","Aedes aegypti LVP_AGWG","AaegL5_1:71,342,266..71,343,536(+)","sterol desaturase","N/A","5569560","A0A1S4FHD7,Q170Y1"
"AAEL007744","Aedes aegypti LVP_AGWG","AaegL5_1:71,231,129..71,238,670(-)","unspecified product","N/A","5569554","A0A1S4FHD1,Q170Y5"
"AAEL007747","Aedes aegypti LVP_AGWG","NIGP01001876:242..10,757(-)","unspecified product","N/A","5569569","N/A"
"AAEL007750","Aedes aegypti LVP_AGWG","AaegL5_1:71,677,698..71,678,673(+)","unspecified product","N/A","5569563","A0A1S4FHJ9,Q170X7"
"AAEL007752","Aedes aegypti LVP_AGWG","AaegL5_1:71,857,048..71,858,575(-)","cytochrome c oxidase, subunit VIIA, putative","N/A","5569566,5569566","Q1HRM7"
"AAEL007754","Aedes aegypti LVP_AGWG","AaegL5_1:71,016,157..71,017,053(-)","unspecified product","N/A","5569555","A0A1S4FHE1,Q170Z0"
"AAEL007757","Aedes aegypti LVP_AGWG","AaegL5_1:71,649,679..71,651,287(-)","unspecified product","N/A","5569558","A0A1S4FHP9,Q170X9"
"AAEL007758","Aedes aegypti LVP_AGWG","AaegL5_1:71,027,843..71,030,320(-)","unspecified product","N/A","5569553,5569553","Q170Y9,Q1DGF3"
"AAEL007760","Aedes aegypti LVP_AGWG","AaegL5_1:71,258,189..71,259,723(+)","mct-1 protein","N/A","5569556,5569556","Q170Y4"
"AAEL007762","Aedes aegypti LVP_AGWG","AaegL5_1:71,881,370..71,882,209(+)","mitochondrial ribosomal protein, L40, putative","mRpL40","5569568","A0A1S4FHQ6,Q170X2"
"AAEL007763","Aedes aegypti LVP_AGWG","AaegL5_2:219,261,467..219,289,845(-)","vacuole membrane protein","N/A","5569581,5569581","A0A0P6IY74,Q0IEV8"
"AAEL007764","Aedes aegypti LVP_AGWG","AaegL5_2:219,180,267..219,246,590(+)","dipeptidyl-peptidase","N/A","5569579","N/A"
"AAEL007765","Aedes aegypti LVP_AGWG","AaegL5_2:219,386,845..219,413,786(-)","Serine Protease Inhibitor (serpin)  likely cleavage at K/R. Transcript A.","SRPN10","5569575,5569575","N/A"
"AAEL007767","Aedes aegypti LVP_AGWG","AaegL5_2:219,839,796..219,939,321(+)","Protein kintoun","N/A","5569576","Q0IEW8"
"AAEL007768","Aedes aegypti LVP_AGWG","AaegL5_2:220,209,218..220,211,042(+)","TOLL pathway signalling.","MYD","5569574,5569574","Q0IEX0"
"AAEL007770","Aedes aegypti LVP_AGWG","AaegL5_2:219,990,171..220,177,281(+)","voltage and ligand gated potassium channel","N/A","5569573","N/A"
"AAEL007771","Aedes aegypti LVP_AGWG","AaegL5_2:219,346,098..219,356,993(-)","60S ribosomal protein L22 [Source:UniProtKB/TrEMBL;Acc:Q1HRP2]","RpL22","5569582,5569582","Q0IEV9,Q1HRP2"
"AAEL007772","Aedes aegypti LVP_AGWG","AaegL5_2:219,556,582..219,820,593(+)","unspecified product","N/A","5569572","A0A1S4FHM8"
"AAEL007773","Aedes aegypti LVP_AGWG","AaegL5_2:219,440,108..219,515,737(+)","unspecified product","N/A","5569577,5569577","Q0IEW5"
"AAEL007776","Aedes aegypti LVP_AGWG","AaegL5_3:133,760,718..133,761,727(-)","unspecified product","N/A","5569635,5569635","Q58HB6,Q8T9T9"
"AAEL007777","Aedes aegypti LVP_AGWG","AaegL5_3:133,472,808..133,474,737(+)","vacuolar ATP synthase subunit S1","N/A","5569632,5569632","Q1HRK0"
"AAEL007778","Aedes aegypti LVP_AGWG","AaegL5_3:133,533,121..133,535,273(+)","leucine-rich transmembrane protein","N/A","5569637,5569637","Q170W6"
"AAEL007779","Aedes aegypti LVP_AGWG","AaegL5_3:134,466,313..134,566,494(+)","unspecified product","N/A","5569636,5569636","Q170V7"
"AAEL007780","Aedes aegypti LVP_AGWG","AaegL5_3:133,697,076..133,698,187(+)","unspecified product","N/A","5569630","A0A1S4FHJ3,Q170W0,Q1HRR2"
"AAEL007783","Aedes aegypti LVP_AGWG","AaegL5_3:133,465,090..133,466,279(-)","centromere protein-A, putative","N/A","5569638","Q170W9"
"AAEL007784","Aedes aegypti LVP_AGWG","AaegL5_3:134,049,371..134,050,680(+)","unspecified product","N/A","5569634,5569634","Q170V8"
"AAEL007785","Aedes aegypti LVP_AGWG","AaegL5_3:133,543,537..133,545,351(-)","leucine-rich transmembrane protein","N/A","5569628","A0A1S4FHJ8,Q170W5"
"AAEL007786","Aedes aegypti LVP_AGWG","AaegL5_3:133,676,096..133,678,116(+)","unspecified product","N/A","5569633","A0A1S4FHH1,A0A1S4FHH6,Q170W1,Q170W2"
"AAEL007787","Aedes aegypti LVP_AGWG","AaegL5_3:133,488,369..133,516,968(-)","5-aminolevulinic acid synthase","N/A","5569629,5569629","Q170W7"
"AAEL007788","Aedes aegypti LVP_AGWG","AaegL5_1:268,902,269..268,904,664(+)","unspecified product","N/A","5569641","A0A0P6IU04,A0A1S4FHT6,Q170V4"
"AAEL007789","Aedes aegypti LVP_AGWG","AaegL5_1:268,885,525..268,887,489(-)","alkyldihydroxyacetonephosphate synthase","N/A","5569642","A0A1S4FHI7,Q170V5"
"AAEL007790","Aedes aegypti LVP_AGWG","AaegL5_1:268,908,159..268,908,837(-)","maternal g10 transcript","N/A","5569643,5569643","Q170V3"
"AAEL007792","Aedes aegypti LVP_AGWG","AaegL5_1:268,961,077..268,963,200(+)","unspecified product","N/A","5569644","A0A1S4FHP7,Q170V2"
"AAEL007793","Aedes aegypti LVP_AGWG","AaegL5_1:268,875,600..268,878,106(-)","alkyldihydroxyacetonephosphate synthase","N/A","5569640","A0A1S4FHU1,Q170V6"
